cb_person_default_on_file,person_home_ownership,person_income
N,RENT,86000
N,RENT,88000
N,RENT,90000
N,MORTGAGE,88000
N,RENT,90996
N,OWN,100000
N,MORTGAGE,100000
N,RENT,95000
N,MORTGAGE,100000
N,MORTGAGE,100000
N,MORTGAGE,100000
N,MORTGAGE,100000
N,MORTGAGE,100000
Y,RENT,83000
N,RENT,95000
N,MORTGAGE,100000
Y,MORTGAGE,100000
N,MORTGAGE,100000
N,RENT,100000
N,MORTGAGE,100000
N,RENT,74800
N,MORTGAGE,100000
N,MORTGAGE,100000
N,MORTGAGE,100000
Y,MORTGAGE,100000
N,MORTGAGE,100000
N,RENT,105000
Y,MORTGAGE,100000
N,RENT,98000
N,MORTGAGE,100000
N,MORTGAGE,100000
N,MORTGAGE,100000
N,MORTGAGE,100000
N,RENT,110004
N,MORTGAGE,100000
Y,RENT,113000
N,RENT,120000
N,MORTGAGE,100000
N,MORTGAGE,100000
N,RENT,120000
N,MORTGAGE,100000
N,MORTGAGE,100000
Y,RENT,120000
Y,MORTGAGE,100000
Y,RENT,122000
Y,MORTGAGE,100000
Y,MORTGAGE,100000
N,OWN,30004
N,OWN,100000
N,RENT,128165
N,MORTGAGE,100000
N,RENT,140000
N,OWN,100000
Y,RENT,145000
Y,MORTGAGE,100000
N,MORTGAGE,100000
N,MORTGAGE,100000
N,MORTGAGE,100000
N,RENT,148000
N,MORTGAGE,88000
N,OWN,100000
Y,MORTGAGE,100000
N,MORTGAGE,100000
Y,MORTGAGE,100000
N,MORTGAGE,100000
N,RENT,24000
N,MORTGAGE,100000
N,MORTGAGE,100000
N,MORTGAGE,100000
N,RENT,27996
N,RENT,46000
N,MORTGAGE,100000
N,MORTGAGE,100000
Y,MORTGAGE,100000
N,MORTGAGE,100000
N,MORTGAGE,100000
N,MORTGAGE,100000
N,MORTGAGE,88000
N,RENT,32000
N,OTHER,100000
N,OWN,30000
N,MORTGAGE,100000
N,MORTGAGE,100000
N,RENT,33000
N,OWN,30000
N,MORTGAGE,88000
N,OWN,30000
N,OTHER,100000
N,OWN,100000
N,MORTGAGE,100000
N,MORTGAGE,100000
Y,MORTGAGE,88000
N,RENT,40000
N,MORTGAGE,100000
N,RENT,92000
Y,MORTGAGE,100000
N,RENT,78000
N,RENT,135000
Y,MORTGAGE,74867
N,MORTGAGE,100080
N,MORTGAGE,88128
N,MORTGAGE,74909
Y,MORTGAGE,100400
N,OWN,100505
N,MORTGAGE,100800
N,RENT,35000
N,MORTGAGE,100800
N,MORTGAGE,100800
N,MORTGAGE,100800
Y,MORTGAGE,75500
N,OWN,30000
N,MORTGAGE,100860
N,RENT,36000
N,MORTGAGE,100995
N,MORTGAGE,101000
Y,MORTGAGE,101000
N,OWN,30000
Y,RENT,34320
N,RENT,36500
N,MORTGAGE,101000
Y,MORTGAGE,101000
Y,RENT,42996
N,OWN,101000
Y,MORTGAGE,89000
N,RENT,43000
N,MORTGAGE,101004
N,RENT,43000
N,OWN,30000
N,MORTGAGE,101138
N,MORTGAGE,101400
N,MORTGAGE,101400
N,MORTGAGE,101400
N,RENT,45000
Y,RENT,48000
N,MORTGAGE,101900
Y,OWN,102000
N,RENT,50000
N,MORTGAGE,102000
N,RENT,51000
N,MORTGAGE,102000
Y,RENT,45871
N,MORTGAGE,102000
N,OWN,102000
N,MORTGAGE,102000
N,OWN,102000
N,RENT,56400
N,MORTGAGE,102000
N,RENT,57000
N,MORTGAGE,102000
N,MORTGAGE,102000
N,MORTGAGE,102000
N,MORTGAGE,90000
N,MORTGAGE,102000
Y,MORTGAGE,102000
N,RENT,58977
N,MORTGAGE,102000
N,RENT,59000
N,MORTGAGE,102000
Y,MORTGAGE,102000
N,MORTGAGE,102000
N,MORTGAGE,102000
N,RENT,54000
N,MORTGAGE,102000
N,MORTGAGE,102000
N,MORTGAGE,102000
N,RENT,60996
N,RENT,61000
N,OWN,102000
N,OWN,102000
Y,RENT,62000
N,RENT,64000
N,MORTGAGE,102000
N,OWN,102000
Y,RENT,70000
Y,MORTGAGE,90000
N,RENT,70000
N,RENT,72000
N,MORTGAGE,102211
N,RENT,72000
Y,RENT,68000
Y,MORTGAGE,102456
N,MORTGAGE,102500
N,MORTGAGE,102960
N,MORTGAGE,102996
Y,MORTGAGE,102996
N,MORTGAGE,102996
Y,MORTGAGE,103000
N,OWN,103000
N,MORTGAGE,103000
Y,MORTGAGE,103000
N,MORTGAGE,103000
N,MORTGAGE,103000
N,MORTGAGE,103000
N,MORTGAGE,103000
N,MORTGAGE,103000
N,MORTGAGE,103000
N,MORTGAGE,103000
N,RENT,76000
Y,RENT,78000
N,RENT,80000
N,RENT,80000
N,MORTGAGE,91000
Y,MORTGAGE,77350
N,RENT,80400
Y,OWN,30000
N,RENT,81380
Y,OWN,30000
N,MORTGAGE,103000
N,RENT,82000
N,MORTGAGE,103200
N,MORTGAGE,103240
N,MORTGAGE,103500
N,RENT,85000
N,RENT,88068
N,OWN,30000
N,RENT,94500
N,MORTGAGE,104000
N,MORTGAGE,104000
Y,MORTGAGE,78200
N,MORTGAGE,104000
N,MORTGAGE,104000
N,OWN,104000
N,RENT,100000
Y,OWN,30000
N,RENT,100000
N,OWN,30000
N,OWN,30000
N,MORTGAGE,104000
N,MORTGAGE,104000
N,RENT,113000
Y,RENT,130000
N,MORTGAGE,104000
N,RENT,135000
N,RENT,28000
N,MORTGAGE,104000
N,MORTGAGE,104000
N,MORTGAGE,104004
Y,MORTGAGE,92085
N,RENT,30000
N,MORTGAGE,104606
N,MORTGAGE,104676
N,MORTGAGE,104740
N,MORTGAGE,105000
N,RENT,30000
N,MORTGAGE,105000
N,MORTGAGE,105000
N,RENT,30600
N,MORTGAGE,105000
N,MORTGAGE,105000
N,OWN,105000
N,MORTGAGE,105000
Y,MORTGAGE,105000
N,MORTGAGE,105000
N,RENT,35000
N,MORTGAGE,105000
Y,RENT,30000
N,MORTGAGE,105000
N,RENT,36000
N,MORTGAGE,105000
N,RENT,37000
N,MORTGAGE,105000
N,MORTGAGE,105000
N,MORTGAGE,105000
N,OWN,105000
N,MORTGAGE,105000
N,MORTGAGE,105000
Y,OWN,105000
N,MORTGAGE,105000
N,MORTGAGE,105000
N,RENT,31000
N,MORTGAGE,105000
Y,RENT,36000
Y,MORTGAGE,105000
N,RENT,43000
Y,RENT,37200
N,MORTGAGE,105000
Y,OWN,105000
N,RENT,45000
N,MORTGAGE,105000
N,MORTGAGE,105000
N,RENT,45000
N,RENT,45504
N,MORTGAGE,105000
N,RENT,45600
N,RENT,55000
N,RENT,49500
Y,MORTGAGE,105000
Y,RENT,51996
N,MORTGAGE,105000
N,RENT,59000
Y,MORTGAGE,105000
N,MORTGAGE,105000
N,MORTGAGE,105000
Y,MORTGAGE,105000
N,MORTGAGE,105000
N,MORTGAGE,105000
N,MORTGAGE,105000
N,MORTGAGE,105000
N,MORTGAGE,105000
N,MORTGAGE,105000
Y,MORTGAGE,93000
N,RENT,100000
N,MORTGAGE,105000
N,MORTGAGE,105000
N,RENT,162000
N,MORTGAGE,105000
N,OWN,30000
Y,MORTGAGE,105000
Y,MORTGAGE,105000
N,OWN,30000
N,OWN,30000
N,MORTGAGE,105000
Y,OWN,30000
N,MORTGAGE,105000
N,MORTGAGE,105000
N,RENT,60000
N,OWN,30000
N,RENT,48000
N,MORTGAGE,105000
N,MORTGAGE,105000
N,RENT,35000
N,RENT,38800
N,RENT,30000
Y,MORTGAGE,105018
Y,RENT,60000
N,RENT,31200
N,RENT,82440
Y,RENT,24000
N,MORTGAGE,105508
N,MORTGAGE,105600
N,MORTGAGE,105600
N,RENT,28000
N,MORTGAGE,105600
N,MORTGAGE,105804
N,MORTGAGE,105897
N,MORTGAGE,105996
N,MORTGAGE,105999
N,MORTGAGE,106000
N,RENT,28800
N,MORTGAGE,106000
N,MORTGAGE,106000
Y,MORTGAGE,94000
N,MORTGAGE,106000
N,MORTGAGE,79900
N,RENT,29040
Y,RENT,30000
N,OWN,30000
N,MORTGAGE,106000
N,RENT,30000
Y,MORTGAGE,106000
N,MORTGAGE,106000
N,RENT,31200
N,MORTGAGE,106226
N,MORTGAGE,106800
Y,MORTGAGE,106800
Y,RENT,31680
N,MORTGAGE,106839
N,OWN,30000
N,OWN,30000
Y,OWN,106870
N,MORTGAGE,106921
N,MORTGAGE,106925
Y,MORTGAGE,106982
N,OWN,30000
N,MORTGAGE,107000
N,MORTGAGE,80750
N,RENT,32000
N,RENT,32000
N,MORTGAGE,107000
N,RENT,32240
N,MORTGAGE,107000
N,MORTGAGE,107000
Y,MORTGAGE,95000
N,MORTGAGE,107000
N,MORTGAGE,107000
N,OWN,30000
N,MORTGAGE,95000
Y,RENT,33204
N,MORTGAGE,107004
N,MORTGAGE,107203
Y,MORTGAGE,107280
Y,RENT,33600
N,OWN,30000
N,MORTGAGE,107496
N,RENT,33996
N,MORTGAGE,107900
Y,OWN,108000
N,MORTGAGE,108000
N,RENT,34800
N,RENT,34860
N,RENT,34884
N,MORTGAGE,108000
N,RENT,35000
N,RENT,35000
N,MORTGAGE,108000
N,MORTGAGE,108000
N,RENT,35000
N,MORTGAGE,108000
N,OWN,108000
N,MORTGAGE,108000
Y,RENT,35000
Y,OWN,30000
N,MORTGAGE,108000
N,MORTGAGE,108000
N,RENT,35064
N,RENT,35400
N,MORTGAGE,108000
N,MORTGAGE,96000
N,MORTGAGE,108000
N,MORTGAGE,108000
N,MORTGAGE,108000
N,MORTGAGE,108000
N,MORTGAGE,108000
Y,MORTGAGE,108000
N,MORTGAGE,108000
N,RENT,36108
N,RENT,37000
N,MORTGAGE,108000
N,RENT,37000
N,MORTGAGE,108000
N,MORTGAGE,108000
N,RENT,37315
N,RENT,38000
N,MORTGAGE,108000
Y,MORTGAGE,108000
N,OTHER,108000
N,MORTGAGE,108000
N,MORTGAGE,108060
N,RENT,38000
N,MORTGAGE,108288
N,RENT,38400
N,RENT,38400
N,MORTGAGE,108600
Y,MORTGAGE,108600
N,MORTGAGE,108600
N,RENT,32400
N,RENT,39000
N,MORTGAGE,108960
N,MORTGAGE,109000
N,MORTGAGE,109000
N,RENT,33500
N,MORTGAGE,109000
N,MORTGAGE,109000
N,MORTGAGE,109000
N,MORTGAGE,109000
N,MORTGAGE,109000
N,MORTGAGE,109000
N,MORTGAGE,109000
N,MORTGAGE,109000
N,MORTGAGE,109000
N,MORTGAGE,97000
N,MORTGAGE,109000
N,MORTGAGE,109000
N,MORTGAGE,109200
N,MORTGAGE,109200
N,MORTGAGE,109500
N,MORTGAGE,109500
N,MORTGAGE,109500
N,MORTGAGE,109720
N,RENT,39996
N,MORTGAGE,110000
N,RENT,40000
N,RENT,33600
N,MORTGAGE,110000
N,RENT,33800
Y,RENT,33996
N,RENT,40800
N,MORTGAGE,110000
Y,RENT,34800
N,MORTGAGE,110000
N,RENT,42000
N,MORTGAGE,110000
N,OWN,28944
N,OWN,110000
N,MORTGAGE,110000
N,RENT,42000
N,OWN,28872
N,MORTGAGE,110000
N,MORTGAGE,110000
N,MORTGAGE,110000
N,MORTGAGE,110000
N,MORTGAGE,110000
N,MORTGAGE,110000
N,MORTGAGE,110000
N,RENT,42870
N,MORTGAGE,110000
N,MORTGAGE,110000
Y,RENT,42996
N,OWN,110000
N,RENT,37200
Y,MORTGAGE,110000
N,RENT,37680
N,MORTGAGE,110000
Y,MORTGAGE,83300
N,RENT,44000
Y,MORTGAGE,110000
Y,MORTGAGE,98000
N,RENT,44304
N,RENT,45000
Y,RENT,45000
N,RENT,39000
N,MORTGAGE,110000
N,RENT,45000
N,RENT,45000
N,MORTGAGE,110000
N,MORTGAGE,110000
N,MORTGAGE,110000
N,MORTGAGE,110000
N,MORTGAGE,110000
N,MORTGAGE,110000
N,RENT,45000
N,MORTGAGE,110000
N,MORTGAGE,110000
Y,RENT,39000
N,OWN,28800
N,RENT,45000
Y,RENT,45500
N,MORTGAGE,110000
N,MORTGAGE,110000
N,MORTGAGE,110000
N,MORTGAGE,110000
N,RENT,45600
N,MORTGAGE,110000
N,MORTGAGE,110000
Y,RENT,45996
N,MORTGAGE,110000
N,RENT,45996
Y,OWN,28800
N,OWN,110000
N,MORTGAGE,110000
N,MORTGAGE,110000
N,MORTGAGE,110000
Y,MORTGAGE,110000
Y,OWN,110000
N,RENT,42000
Y,MORTGAGE,110000
N,MORTGAGE,110000
N,MORTGAGE,110000
N,MORTGAGE,110000
N,MORTGAGE,110000
Y,RENT,42000
N,MORTGAGE,98000
N,RENT,48000
N,MORTGAGE,110000
N,MORTGAGE,110000
N,MORTGAGE,110000
N,MORTGAGE,110000
N,MORTGAGE,110000
N,MORTGAGE,110000
N,RENT,48255
N,MORTGAGE,110000
N,RENT,49029
N,MORTGAGE,110000
N,MORTGAGE,110000
N,OWN,110000
N,MORTGAGE,98000
N,RENT,50000
N,MORTGAGE,110000
N,MORTGAGE,83300
N,RENT,44000
Y,MORTGAGE,98000
Y,RENT,50252
N,MORTGAGE,98000
Y,RENT,34800
N,RENT,35000
N,MORTGAGE,110000
N,MORTGAGE,110000
N,OTHER,110000
N,RENT,29976
N,RENT,36000
N,RENT,36000
Y,RENT,36000
N,RENT,36000
N,MORTGAGE,98000
N,MORTGAGE,110000
Y,MORTGAGE,110000
N,RENT,36000
N,RENT,36000
N,MORTGAGE,98004
N,MORTGAGE,110004
N,MORTGAGE,110004
N,RENT,36000
Y,RENT,30000
N,MORTGAGE,110004
N,MORTGAGE,110004
N,MORTGAGE,110196
Y,MORTGAGE,110400
N,RENT,36021
N,OWN,28000
N,MORTGAGE,110400
N,OWN,110400
N,MORTGAGE,110500
Y,MORTGAGE,98656
N,MORTGAGE,111000
N,MORTGAGE,111000
N,OWN,28000
N,RENT,37000
Y,RENT,31000
N,MORTGAGE,111000
N,OWN,28000
N,OWN,28000
Y,MORTGAGE,111147
N,OWN,28000
N,MORTGAGE,111150
N,MORTGAGE,111239
N,MORTGAGE,111262
N,RENT,37818
Y,RENT,32000
N,RENT,38000
Y,RENT,38000
Y,MORTGAGE,111996
Y,RENT,38000
N,MORTGAGE,112000
N,RENT,38400
N,MORTGAGE,112000
N,RENT,39000
N,MORTGAGE,112000
Y,RENT,39996
N,MORTGAGE,112000
N,MORTGAGE,112000
N,MORTGAGE,112000
N,RENT,40000
N,MORTGAGE,112000
N,MORTGAGE,112000
N,RENT,40000
N,MORTGAGE,112000
N,RENT,34000
N,RENT,40000
N,OTHER,112000
N,MORTGAGE,85000
N,MORTGAGE,100000
N,RENT,40000
N,RENT,40000
Y,MORTGAGE,112404
Y,RENT,40000
Y,MORTGAGE,112500
N,MORTGAGE,112500
N,RENT,40000
Y,RENT,40000
N,MORTGAGE,112689
Y,MORTGAGE,112774
N,MORTGAGE,112800
N,MORTGAGE,112976
N,RENT,34988
N,MORTGAGE,113000
Y,OWN,27600
N,MORTGAGE,113000
N,MORTGAGE,113000
N,MORTGAGE,113000
N,RENT,41000
Y,MORTGAGE,85850
N,MORTGAGE,113000
N,MORTGAGE,113000
Y,MORTGAGE,85850
N,MORTGAGE,101000
N,MORTGAGE,113000
N,MORTGAGE,113000
N,RENT,42000
N,MORTGAGE,113000
N,MORTGAGE,101000
N,MORTGAGE,113028
N,MORTGAGE,113135
N,MORTGAGE,113200
N,MORTGAGE,113217
N,MORTGAGE,113316
N,MORTGAGE,113676
N,MORTGAGE,113698
N,RENT,42000
N,MORTGAGE,114000
N,OWN,27560
N,OWN,114000
N,RENT,42000
N,MORTGAGE,114000
Y,RENT,36000
N,MORTGAGE,114000
N,MORTGAGE,114000
N,RENT,42300
N,MORTGAGE,114000
Y,MORTGAGE,102000
N,MORTGAGE,114000
N,MORTGAGE,114000
N,OWN,27336
N,RENT,36500
N,MORTGAGE,114600
N,MORTGAGE,114996
N,OWN,27168
Y,MORTGAGE,102996
N,MORTGAGE,114996
N,MORTGAGE,115000
N,RENT,42900
N,MORTGAGE,115000
N,MORTGAGE,115000
N,RENT,43000
N,MORTGAGE,115000
N,RENT,43000
N,RENT,37680
N,MORTGAGE,115000
N,RENT,38400
N,MORTGAGE,115000
N,OWN,115000
Y,MORTGAGE,115000
Y,MORTGAGE,115000
N,RENT,45000
N,MORTGAGE,115000
N,MORTGAGE,115000
N,MORTGAGE,115000
N,MORTGAGE,115000
Y,OWN,115000
N,MORTGAGE,115000
N,RENT,45000
N,MORTGAGE,103000
N,RENT,45000
N,RENT,45000
N,RENT,39000
N,RENT,45000
N,MORTGAGE,115000
Y,MORTGAGE,115000
N,MORTGAGE,115000
N,RENT,45000
N,MORTGAGE,115000
N,MORTGAGE,115000
N,OWN,115000
N,RENT,45000
N,MORTGAGE,115000
N,MORTGAGE,115000
Y,RENT,39000
N,MORTGAGE,103000
Y,OWN,115000
N,MORTGAGE,103000
N,RENT,39000
N,RENT,45000
N,MORTGAGE,115000
Y,MORTGAGE,115000
N,MORTGAGE,115000
N,RENT,45000
N,RENT,39000
Y,MORTGAGE,115000
Y,MORTGAGE,115000
N,MORTGAGE,115000
N,RENT,39000
N,MORTGAGE,115200
Y,MORTGAGE,115200
Y,RENT,46890
N,MORTGAGE,115500
N,RENT,47000
N,MORTGAGE,115500
N,MORTGAGE,115600
N,MORTGAGE,115731
N,MORTGAGE,115731
N,MORTGAGE,115800
N,RENT,47000
Y,MORTGAGE,116000
Y,MORTGAGE,116000
N,MORTGAGE,116000
N,RENT,47000
N,RENT,31000
N,MORTGAGE,116000
N,MORTGAGE,116004
N,RENT,33000
N,MORTGAGE,116004
N,RENT,33195
N,OWN,26400
N,RENT,33660
N,RENT,34000
N,MORTGAGE,116700
N,RENT,35000
Y,MORTGAGE,104736
N,OWN,26400
N,RENT,35000
N,OWN,26400
N,MORTGAGE,117000
N,RENT,35000
N,MORTGAGE,117000
N,RENT,30000
N,MORTGAGE,117000
N,OWN,26400
N,OWN,117000
N,MORTGAGE,117000
N,MORTGAGE,117000
N,MORTGAGE,117000
N,MORTGAGE,89250
Y,MORTGAGE,117000
Y,OWN,26400
N,RENT,37500
N,MORTGAGE,117000
N,MORTGAGE,117014
N,MORTGAGE,117696
Y,MORTGAGE,117996
N,MORTGAGE,118000
N,RENT,34000
N,MORTGAGE,118000
Y,RENT,40000
N,MORTGAGE,118000
Y,MORTGAGE,90100
N,OWN,26300
N,MORTGAGE,118000
N,MORTGAGE,118000
N,MORTGAGE,118000
Y,RENT,47000
N,OWN,118000
N,OWN,26232
N,MORTGAGE,118000
N,MORTGAGE,118189
N,RENT,48000
N,MORTGAGE,118443
N,MORTGAGE,118450
N,MORTGAGE,118812
N,RENT,42000
N,MORTGAGE,119000
Y,MORTGAGE,107000
N,RENT,42000
Y,RENT,48000
N,RENT,48000
N,MORTGAGE,119000
N,MORTGAGE,119000
N,MORTGAGE,119496
N,MORTGAGE,119500
N,OWN,119500
N,OWN,26000
N,MORTGAGE,120000
N,RENT,48000
N,RENT,48000
N,RENT,48000
N,RENT,48000
N,MORTGAGE,120000
N,MORTGAGE,120000
N,RENT,48000
N,MORTGAGE,120000
N,MORTGAGE,120000
N,MORTGAGE,120000
N,MORTGAGE,120000
N,RENT,48800
N,RENT,43000
N,RENT,49000
N,RENT,49812
Y,MORTGAGE,120000
N,MORTGAGE,120000
N,MORTGAGE,120000
N,RENT,50000
N,MORTGAGE,120000
N,MORTGAGE,120000
N,MORTGAGE,120000
N,MORTGAGE,120000
Y,MORTGAGE,108000
N,RENT,50000
Y,RENT,50000
N,MORTGAGE,120000
Y,OWN,25920
N,MORTGAGE,120000
N,MORTGAGE,120000
N,OWN,25899
N,MORTGAGE,120000
N,MORTGAGE,120000
N,MORTGAGE,120000
Y,MORTGAGE,120000
N,MORTGAGE,120000
N,RENT,44000
N,MORTGAGE,120000
N,MORTGAGE,120000
N,MORTGAGE,120000
N,RENT,50000
N,MORTGAGE,120000
N,OWN,91800
N,MORTGAGE,108000
N,MORTGAGE,120000
N,MORTGAGE,120000
N,MORTGAGE,120000
N,MORTGAGE,120000
N,MORTGAGE,120000
N,OWN,120000
N,MORTGAGE,120000
N,RENT,50000
N,MORTGAGE,120000
N,MORTGAGE,120000
N,RENT,50000
N,MORTGAGE,91800
N,MORTGAGE,120000
N,RENT,44000
N,RENT,50000
N,MORTGAGE,120000
Y,MORTGAGE,120000
N,OWN,120000
N,MORTGAGE,120000
N,MORTGAGE,120000
N,MORTGAGE,120000
N,MORTGAGE,120000
Y,MORTGAGE,120000
N,MORTGAGE,120000
N,MORTGAGE,120000
Y,RENT,50004
Y,RENT,50004
N,MORTGAGE,120000
N,MORTGAGE,120000
N,MORTGAGE,120000
N,RENT,44172
N,RENT,50400
N,MORTGAGE,120000
N,RENT,50500
N,MORTGAGE,120000
N,MORTGAGE,120000
N,MORTGAGE,120000
N,MORTGAGE,120000
N,RENT,51000
N,MORTGAGE,120000
N,OWN,25000
N,RENT,51000
Y,MORTGAGE,120000
Y,RENT,51000
N,MORTGAGE,120000
N,OWN,120000
N,MORTGAGE,120000
N,MORTGAGE,120000
N,MORTGAGE,120000
Y,MORTGAGE,91800
N,RENT,51500
N,OWN,25000
N,OWN,25000
N,RENT,51996
N,MORTGAGE,120000
Y,MORTGAGE,120000
N,RENT,46000
N,RENT,52000
Y,MORTGAGE,120000
N,RENT,52000
N,MORTGAGE,120000
N,MORTGAGE,120000
N,RENT,52500
N,MORTGAGE,120000
N,MORTGAGE,108000
N,MORTGAGE,120000
N,MORTGAGE,120000
N,MORTGAGE,120000
N,MORTGAGE,120000
Y,MORTGAGE,120000
Y,MORTGAGE,91800
N,RENT,52596
N,MORTGAGE,120000
N,MORTGAGE,120000
N,MORTGAGE,120000
Y,RENT,23000
N,MORTGAGE,120000
N,MORTGAGE,120000
N,RENT,23000
N,RENT,25000
N,MORTGAGE,120000
N,RENT,25000
N,RENT,25000
Y,RENT,25200
Y,RENT,26000
N,MORTGAGE,120000
Y,MORTGAGE,120000
N,RENT,26880
N,RENT,28150
N,RENT,28800
N,RENT,29124
N,MORTGAGE,120000
Y,OWN,120000
N,RENT,30000
N,MORTGAGE,91800
N,MORTGAGE,120000
N,RENT,31000
N,MORTGAGE,120000
N,MORTGAGE,120000
Y,OWN,120000
N,OWN,25000
N,OWN,25000
N,RENT,29000
Y,RENT,37500
Y,RENT,32000
N,MORTGAGE,120000
N,OWN,25000
N,OWN,25000
N,MORTGAGE,120000
N,RENT,32400
N,MORTGAGE,120000
N,MORTGAGE,120000
N,MORTGAGE,120000
Y,MORTGAGE,120000
Y,MORTGAGE,120000
N,MORTGAGE,120000
N,MORTGAGE,120000
N,OWN,25000
Y,MORTGAGE,120000
N,RENT,45000
N,RENT,48000
N,MORTGAGE,120000
N,RENT,48000
N,MORTGAGE,108000
N,RENT,53616
N,MORTGAGE,120000
N,MORTGAGE,120000
N,RENT,51000
Y,RENT,60000
N,MORTGAGE,120000
N,RENT,54000
Y,RENT,62000
N,MORTGAGE,120000
Y,MORTGAGE,108000
N,MORTGAGE,120000
N,MORTGAGE,120000
N,MORTGAGE,120000
Y,MORTGAGE,120000
N,OWN,120000
N,RENT,70000
N,RENT,82000
N,OWN,24996
N,MORTGAGE,120155
N,RENT,12732
Y,MORTGAGE,120456
N,OWN,24996
Y,RENT,34480
N,OWN,120775
Y,RENT,26989
N,MORTGAGE,121000
N,MORTGAGE,121000
N,MORTGAGE,121000
N,MORTGAGE,121000
N,RENT,12000
N,MORTGAGE,121000
N,OWN,24972
Y,RENT,14000
N,MORTGAGE,121352
N,RENT,14088
N,MORTGAGE,121680
N,OWN,24960
Y,RENT,14400
N,MORTGAGE,122000
N,OWN,24864
N,MORTGAGE,110000
N,OWN,24744
N,MORTGAGE,122000
Y,MORTGAGE,122000
N,MORTGAGE,122000
Y,OWN,24605
Y,MORTGAGE,122000
N,OWN,24600
Y,MORTGAGE,122000
N,RENT,14400
N,RENT,15600
N,MORTGAGE,122000
N,MORTGAGE,122000
N,MORTGAGE,122000
N,RENT,15874
N,MORTGAGE,122004
N,RENT,16200
N,RENT,17000
N,MORTGAGE,94102
N,RENT,18000
N,MORTGAGE,123000
N,MORTGAGE,123000
N,MORTGAGE,123000
Y,RENT,18000
N,RENT,18000
Y,RENT,18000
N,MORTGAGE,111917
N,MORTGAGE,123996
N,OWN,123996
N,MORTGAGE,124000
N,RENT,18000
N,RENT,18700
N,OWN,124000
N,MORTGAGE,124000
N,OWN,24000
N,OWN,24000
N,MORTGAGE,124000
N,MORTGAGE,112000
Y,RENT,18996
N,MORTGAGE,124500
N,MORTGAGE,124726
N,MORTGAGE,124800
N,MORTGAGE,124800
Y,MORTGAGE,112800
N,MORTGAGE,124896
Y,OWN,24000
N,OWN,24000
N,MORTGAGE,125000
N,MORTGAGE,125000
N,OWN,125000
N,RENT,20004
N,OWN,24000
N,MORTGAGE,125000
N,RENT,20160
N,RENT,21216
N,MORTGAGE,125000
Y,OWN,24000
N,RENT,23004
Y,RENT,24000
N,RENT,24000
N,RENT,24000
N,OWN,125000
Y,RENT,24000
N,RENT,24000
N,MORTGAGE,96050
N,MORTGAGE,125000
N,MORTGAGE,125000
Y,RENT,24000
N,MORTGAGE,125000
N,RENT,25000
N,OWN,125000
Y,RENT,25200
N,OWN,125000
N,MORTGAGE,125000
N,RENT,26400
N,MORTGAGE,125000
N,MORTGAGE,125000
N,MORTGAGE,125000
Y,RENT,53000
Y,MORTGAGE,113000
Y,MORTGAGE,125000
N,MORTGAGE,113000
N,RENT,53307
N,MORTGAGE,125000
N,MORTGAGE,125000
N,RENT,53500
Y,RENT,48000
Y,RENT,48000
Y,MORTGAGE,125000
N,RENT,48996
N,RENT,54996
N,MORTGAGE,125000
N,RENT,54996
N,MORTGAGE,125000
N,RENT,55000
N,OWN,125000
N,MORTGAGE,113000
N,RENT,49000
Y,MORTGAGE,125000
N,MORTGAGE,125000
N,MORTGAGE,125000
N,OWN,24000
N,RENT,55000
N,MORTGAGE,125000
N,RENT,55000
N,OWN,24000
Y,RENT,49200
N,OWN,24000
N,MORTGAGE,125000
N,RENT,55315
N,RENT,49700
N,MORTGAGE,96050
N,OWN,24000
N,MORTGAGE,125000
Y,MORTGAGE,125000
N,MORTGAGE,113000
Y,OWN,24000
Y,RENT,50000
N,RENT,56000
N,MORTGAGE,125000
N,MORTGAGE,125000
N,OTHER,125000
N,MORTGAGE,125000
Y,MORTGAGE,125000
N,MORTGAGE,125000
N,OWN,24000
N,RENT,57000
N,OWN,24000
N,MORTGAGE,125004
N,OWN,24000
N,MORTGAGE,125004
N,OTHER,125004
N,MORTGAGE,125555
N,MORTGAGE,126000
N,MORTGAGE,126000
Y,MORTGAGE,126000
N,MORTGAGE,126000
N,MORTGAGE,114000
N,MORTGAGE,126000
N,RENT,53000
N,MORTGAGE,126000
N,OWN,24000
N,MORTGAGE,126000
N,OWN,24000
N,MORTGAGE,126000
N,RENT,59880
N,MORTGAGE,126500
N,RENT,60000
N,MORTGAGE,97583
N,OWN,126996
N,MORTGAGE,127000
N,MORTGAGE,127000
Y,MORTGAGE,127000
Y,MORTGAGE,97750
Y,OWN,97750
N,MORTGAGE,115000
N,MORTGAGE,127500
N,MORTGAGE,127500
N,RENT,54000
Y,OWN,127500
N,MORTGAGE,127741
Y,MORTGAGE,127992
N,MORTGAGE,128000
N,MORTGAGE,128000
N,RENT,60000
N,MORTGAGE,128000
Y,MORTGAGE,128000
Y,MORTGAGE,116000
N,MORTGAGE,128000
Y,MORTGAGE,128000
N,MORTGAGE,128474
Y,MORTGAGE,128500
N,MORTGAGE,128600
N,RENT,60000
N,OWN,129600
N,MORTGAGE,129600
N,MORTGAGE,129996
N,MORTGAGE,129996
N,RENT,60000
N,RENT,60000
N,RENT,60000
N,MORTGAGE,130000
N,RENT,60000
Y,MORTGAGE,130000
N,RENT,60000
N,MORTGAGE,130000
Y,RENT,60000
